Flat,HNSW,HNSW-INT8,BM25
45.823097229003906,1.0380744934082031,0.6639957427978516,595.6952571868896
44.70086097717285,0.5235671997070312,0.7884502410888672,780.9350490570068
44.57998275756836,0.4684925079345703,0.5140304565429688,810.6577396392822
44.890403747558594,0.5075931549072266,0.5574226379394531,480.44586181640625
44.10433769226074,0.49233436584472656,0.5736351013183594,1158.3387851715088
44.12412643432617,0.4951953887939453,0.568389892578125,840.8787250518799
44.225454330444336,0.3879070281982422,0.44417381286621094,685.5244636535645
43.02358627319336,0.46133995056152344,0.5655288696289062,1161.4670753479004
43.218135833740234,0.5064010620117188,0.5915164947509766,463.6669158935547
44.2502498626709,0.4105567932128906,0.47469139099121094,1000.9996891021729
44.15178298950195,0.4467964172363281,0.4947185516357422,774.3203639984131
43.35498809814453,0.4897117614746094,0.4832744598388672,967.7107334136963
44.1896915435791,0.48804283142089844,0.6051063537597656,545.8865165710449
44.24333572387695,0.5304813385009766,0.4875659942626953,769.9999809265137
43.78008842468262,0.4417896270751953,0.38433074951171875,650.4116058349609
43.836116790771484,0.3237724304199219,0.22172927856445312,576.2114524841309
43.13325881958008,0.3979206085205078,0.3135204315185547,681.6146373748779
43.123722076416016,0.3294944763183594,0.23865699768066406,883.5089206695557
43.447256088256836,0.43010711669921875,0.35858154296875,831.1882019042969
43.1520938873291,0.26488304138183594,0.2598762512207031,1048.5820770263672
43.674468994140625,0.4177093505859375,0.4146099090576172,800.330400466919
43.43104362487793,0.3314018249511719,0.3094673156738281,729.8622131347656
43.38431358337402,0.3542900085449219,0.3197193145751953,960.9580039978027
43.52164268493652,0.27823448181152344,0.2601146697998047,938.6701583862305
43.879032135009766,0.34737586975097656,0.2827644348144531,815.8273696899414
43.33186149597168,0.3464221954345703,0.3437995910644531,631.9575309753418
43.14565658569336,0.3120899200439453,0.2815723419189453,931.2937259674072
43.45417022705078,0.29754638671875,0.2815723419189453,1001.2083053588867
43.6551570892334,0.2932548522949219,0.3094673156738281,1923.2275485992432
43.29538345336914,0.2200603485107422,0.21839141845703125,632.8535079956055
43.74384880065918,0.2987384796142578,0.2772808074951172,617.5432205200195
43.17593574523926,0.30303001403808594,0.331878662109375,997.2941875457764
42.908430099487305,0.2791881561279297,0.26726722717285156,678.5140037536621
43.62940788269043,0.3292560577392578,0.32329559326171875,1026.6728401184082
43.199777603149414,0.33664703369140625,0.32520294189453125,770.8301544189453
43.49184036254883,0.27942657470703125,0.2837181091308594,856.9531440734863
44.15583610534668,0.25081634521484375,0.24890899658203125,980.5631637573242
43.25723648071289,0.3650188446044922,0.2834796905517578,1018.5940265655518
43.26128959655762,0.2601146697998047,0.2467632293701172,940.3483867645264
43.198585510253906,0.19025802612304688,0.17523765563964844,1376.2178421020508
43.1673526763916,0.24056434631347656,0.24199485778808594,1507.9693794250488
42.62208938598633,0.26535987854003906,0.23055076599121094,727.0486354827881
43.74098777770996,0.30493736267089844,0.29206275939941406,971.8012809753418
43.066978454589844,0.22459030151367188,0.20599365234375,1077.688455581665
43.02978515625,0.3292560577392578,0.31757354736328125,671.2706089019775
44.057607650756836,0.3116130828857422,0.2779960632324219,937.361478805542
42.929887771606445,0.3254413604736328,0.301361083984375,859.2896461486816
42.8309440612793,0.2713203430175781,0.3657341003417969,1394.3486213684082
43.05100440979004,0.3147125244140625,0.2703666687011719,1734.7354888916016
42.961835861206055,0.28634071350097656,0.2663135528564453,988.6560440063477
